date,Long short ratio
2025-04-15,1.2384234350097647
2025-04-16,2.276464446773208
2025-04-17,0.6265946718936535
2025-04-18,13.34544199799521
2025-04-19,4.350611785843134
2025-04-20,2.718714016084545
2025-04-21,3.535534630323501
2025-04-22,3.6272180290398195
2025-04-23,0.9745857194621667
2025-04-24,18.54742448588942
2025-04-25,0.034147540108323306
2025-04-26,15.834935503924662
2025-04-27,7.777874408731759
2025-04-28,44.78410605874227
2025-04-29,16.573787665345648
2025-04-30,9.67841620520017
2025-05-01,6.862739664519685
2025-05-02,0.29136810729758084
2025-05-03,3.9660744740322182
2025-05-04,47.7100658306474
2025-06-01,2.0632607173752797
2025-06-02,1.8115537770380314
2025-06-03,1.0481783844255523
2025-06-04,11.367804532155589
2025-07-01,0.7618374747077498
2025-07-02,7.002077843221098
2025-07-03,33.129381830378584
2025-07-04,2.573068311283672
2025-08-01,0.6837794456678974
2025-08-02,7.804103327483073
2025-08-03,3.359722418478839
2025-08-04,15.56413396885615
2025-09-01,6.166045460645386
2025-09-02,0.13547681853156632
2025-09-03,4.04022603998701
2025-09-04,2.2226733212166754
2025-10-01,77.01957663399634
2025-10-02,0.4757117663868848
2025-10-03,1109.6064632826979
2025-10-04,0.9041261380340548
2025-11-01,56.34670031015088
2025-11-02,0.4842164249715143
2025-11-03,1.1953467439340137
2025-11-04,0.7993216878238784
2025-12-01,4.85226126961801
2025-12-02,2.622560634536393
2025-12-03,1.4304525542824917
2025-12-04,1.2173392289657066
